abilities,résistance,attack,base_egg_steps,base_total,capture_rate,classfication,defense,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,generation,is_legendary
"['Corrosion', 'Oblivious']","19,25",44,5120,320,120,Toxic Lizard Pokémon,40,48,Salandit,"88,1",757,71,40,77,poison,fire,7,0
"['Corrosion', 'Oblivious']","19,25",64,5120,480,45,Toxic Lizard Pokémon,60,68,Salazzle,0,758,111,60,117,poison,fire,7,0
"['Fluffy', 'Klutz', 'Cute Charm']","19,5",75,3840,340,140,Flailing Pokémon,50,70,Stufful,50,759,45,50,50,normal,fighting,7,0
"['Fluffy', 'Klutz', 'Unnerve']","19,5",125,3840,500,70,Strong Arm Pokémon,80,120,Bewear,50,760,55,60,60,normal,fighting,7,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",21,30,5120,210,235,Fruit Pokémon,38,42,Bounsweet,0,761,30,38,32,grass,,7,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",21,40,5120,290,120,Fruit Pokémon,48,52,Steenee,0,762,40,48,62,grass,,7,0
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",21,120,5120,510,45,Fruit Pokémon,98,72,Tsareena,0,763,50,98,72,grass,,7,0
"['Flower Veil', 'Triage', 'Natural Cure']","17,5",52,5120,485,60,Posy Picker Pokémon,90,51,Comfey,"24,6",764,82,110,100,fairy,,7,0
"['Inner Focus', 'Telepathy', 'Symbiosis']","18,5",60,5120,490,45,Sage Pokémon,80,90,Oranguru,50,765,90,110,60,normal,psychic,7,0
"['Receiver', 'Defiant']","19,5",120,5120,490,45,Teamwork Pokémon,90,100,Passimian,50,766,40,60,80,fighting,,7,0
['Wimp Out'],"18,5",35,5120,230,90,Turn Tail Pokémon,40,25,Wimpod,50,767,20,30,80,bug,water,7,0
['Emergency Exit'],"18,5",125,5120,530,45,Hard Scale Pokémon,140,75,Golisopod,50,768,60,90,40,bug,water,7,0
"['Water Compaction', 'Sand Veil']","18,25",55,3840,320,140,Sand Heap Pokémon,80,55,Sandygast,50,769,70,45,15,ghost,ground,7,0
"['Water Compaction', 'Sand Veil']","18,25",75,3840,480,60,Sand Castle Pokémon,110,85,Palossand,50,770,100,75,35,ghost,ground,7,0
"['Innards Out', 'Unaware']",18,60,3840,410,60,Sea Cucumber Pokémon,130,55,Pyukumuku,50,771,30,130,5,water,,7,0
['Battle Armor'],18,95,30720,534,3,Synthetic Pokémon,95,95,Type: Null,,772,95,95,59,normal,,7,0
['RKS System'],18,95,30720,570,3,Synthetic Pokémon,95,95,Silvally,,773,95,95,95,normal,,7,0
['Shields Down'],"19,5",100,6400,500,30 (Meteorite)255 (Core),Meteor Pokémon,60,60,Minior,,774,100,60,120,rock,flying,7,0
['Comatose'],18,115,5120,480,45,Drowsing Pokémon,65,65,Komala,50,775,75,95,65,normal,,7,0
['Shell Armor'],18,78,5120,485,70,Blast Turtle Pokémon,135,60,Turtonator,50,776,91,85,36,fire,dragon,7,0
"['Iron Barbs', 'Lightningrod', 'Sturdy']",16,98,2560,435,180,Roly-Poly Pokémon,63,65,Togedemaru,50,777,40,73,96,electric,steel,7,0
['Disguise'],"16,25",90,5120,476,45,Disguise Pokémon,80,55,Mimikyu,50,778,50,105,96,ghost,fairy,7,0
"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",20,105,3840,475,80,Gnash Teeth Pokémon,70,68,Bruxish,50,779,70,70,92,water,psychic,7,0
"['Berserk', 'Sap Sipper', 'Cloud Nine']",19,60,5120,485,70,Placid Pokémon,85,78,Drampa,50,780,135,91,36,normal,dragon,7,0
['Steelworker'],19,131,6400,517,25,Sea Creeper Pokémon,100,70,Dhelmise,,781,86,90,40,ghost,grass,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']",19,55,10240,300,45,Scaly Pokémon,65,45,Jangmo-o,50,782,45,45,45,dragon,,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']","21,5",75,10240,420,45,Scaly Pokémon,90,55,Hakamo-o,50,783,65,70,65,dragon,fighting,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']","21,5",110,10240,600,45,Scaly Pokémon,125,75,Kommo-o,50,784,100,105,85,dragon,fighting,7,0
"['Electric Surge', 'Telepathy']","16,5",115,3840,570,3,Land Spirit Pokémon,85,70,Tapu Koko,,785,95,75,130,electric,fairy,7,1
"['Psychic Surge', 'Telepathy']","18,75",85,3840,570,3,Land Spirit Pokémon,75,70,Tapu Lele,,786,130,115,95,psychic,fairy,7,1
"['Grassy Surge', 'Telepathy']",21,130,3840,570,3,Land Spirit Pokémon,115,70,Tapu Bulu,,787,85,95,75,grass,fairy,7,1
"['Misty Surge', 'Telepathy']",17,75,3840,570,3,Land Spirit Pokémon,115,70,Tapu Fini,,788,95,130,85,water,fairy,7,1
['Unaware'],20,29,30720,200,45,Nebula Pokémon,31,43,Cosmog,,789,29,31,37,psychic,,7,1
['Sturdy'],20,29,30720,400,45,Protostar Pokémon,131,43,Cosmoem,,790,29,131,37,psychic,,7,1
['Full Metal Body'],"16,25",137,30720,680,45,Sunne Pokémon,107,137,Solgaleo,,791,113,89,97,psychic,steel,7,1
['Shadow Shield'],21,113,30720,680,45,Moone Pokémon,89,137,Lunala,,792,137,107,97,psychic,ghost,7,1
['Beast Boost'],"20,75",53,30720,570,45,Parasite Pokémon,47,109,Nihilego,,793,127,131,103,rock,poison,7,1
['Beast Boost'],"21,5",139,30720,570,25,Swollen Pokémon,139,107,Buzzwole,,794,53,53,79,bug,fighting,7,1
['Beast Boost'],"21,5",137,30720,570,255,Lissome Pokémon,37,71,Pheromosa,,795,137,37,151,bug,fighting,7,1
['Beast Boost'],"17,5",89,30720,570,30,Glowing Pokémon,71,83,Xurkitree,,796,173,71,83,electric,,7,1
['Beast Boost'],"13,5",101,30720,570,25,Launch Pokémon,103,97,Celesteela,,797,107,101,61,steel,flying,7,1
['Beast Boost'],"16,25",181,30720,570,255,Drawn Sword Pokémon,131,59,Kartana,,798,59,31,109,grass,steel,7,1
['Beast Boost'],21,101,30720,570,15,Junkivore Pokémon,53,223,Guzzlord,,799,97,53,43,dark,dragon,7,1
['Prism Armor'],20,107,30720,600,3,Prism Pokémon,101,97,Necrozma,,800,127,89,79,psychic,,7,1
['Soul-Heart'],"13,25",95,30720,600,3,Artificial Pokémon,115,80,Magearna,,801,130,115,65,steel,fairy,7,1
